x1 x2 x3 x4 L
822 290 -69 -624 1
976 582 118 179 1
-563 604 233 721 1
-699 -116 290 -316 0
175 -510 -919 -193 0
784 -811 -562 383 0
946 -883 721 -143 1
970 -898 -781 786 1
47 -455 -202 -192 0
-580 -13 401 -664 0
-789 518 -624 406 0
589 177 416 53 1
-175 359 -377 -936 0
784 715 -556 269 1
79 163 522 -658 1
250 -527 960 395 1
248 -50 757 -804 1
461 -833 -944 134 0
-671 347 226 919 1
-850 -716 368 21 0
-146 -484 -148 -404 0
-298 117 11 -889 0
460 166 -548 111 1
-250 -485 465 970 1
-17 670 -414 -116 1
486 804 170 471 1
112 864 308 658 1
430 208 -736 -790 0
-240 -347 -489 -758 0
947 -52 714 998 1
807 -95 261 -822 1
119 -605 245 865 1
-352 -569 665 -719 0
-283 846 600 -623 1
888 -415 202 -685 1
-949 -783 -21 342 0
-773 -751 984 -516 0
-630 315 113 -576 0
70 726 53 337 1
254 380 79 507 1
757 -852 -946 -624 0
746 -109 -680 281 1
-338 257 -313 810 1
138 -237 -992 -825 0
648 557 966 -534 1
-796 -601 757 786 0
743 -566 -865 175 0
375 -506 -979 127 0
166 -683 -79 874 1
860 -505 -265 -391 1
215 350 -711 430 1
788 900 -799 815 1
-145 -905 -1 -505 0
-986 449 417 252 0
48 -117 859 13 1
-995 855 610 894 1
-588 631 -978 -383 0
526 -800 278 482 1
365 694 -943 -10 1
-396 771 -457 -522 0
-328 -447 -880 -204 0
604 514 -167 279 1
-646 -518 942 264 0
-763 478 897 -399 1
388 491 22 -95 1
-6 110 894 705 1
-685 464 -819 -844 0
-81 -740 405 -913 0
-897 -471 86 160 0
737 -244 -496 729 1
916 503 423 -535 1
-675 -353 -891 730 0
-845 -134 222 -336 0
-644 389 -476 973 0
549 -651 437 -670 0
-320 -717 -970 -390 0
176 -550 -174 417 0
599 -738 -636 797 0
-61 395 -898 798 1
-369 338 -455 -734 0
-602 266 624 929 1
-722 960 666 -757 1
-278 315 960 18 1
-158 -328 971 686 1
-851 336 706 97 1
906 -254 -317 -145 1
-115 -525 -178 -238 0
-273 406 133 -303 0
358 198 -200 256 1
929 504 -210 79 1
380 -507 653 455 1
-202 533 -992 -519 0
646 36 761 -784 1
704 -964 -197 -889 0
158 455 305 262 1
458 -739 191 -575 0
596 657 -809 195 1
945 -567 -903 82 0
-241 613 907 204 1
581 31 -793 -597 0
-751 532 -693 -309 0
698 887 690 771 1
-819 -164 849 -143 0
-630 241 940 984 1
463 34 -842 -247 0
-285 -112 308 -92 0
397 -182 -224 -483 0
-419 -451 -503 -542 0
-185 -680 780 135 0
-597 -244 971 -974 0
677 -80 642 810 1
97 340 -348 51 1
-795 800 462 -625 0
762 603 30 -794 1
361 -415 -215 748 1
15 -127 -545 -986 0
877 248 329 906 1
-869 -772 -395 -623 0
814 551 256 889 1
125 -407 102 411 1
-520 -687 -600 -771 0
220 400 -309 -120 1
503 -976 661 -732 0
559 -51 421 -700 1
-82 -305 -401 -17 0
-146 -662 304 516 0
-412 -361 -386 390 0
-477 -91 280 87 0
-473 598 648 -128 1
531 625 441 -639 1
-654 131 419 373 0
335 -798 -723 -656 0
485 -455 260 545 1
-571 -325 378 317 0
239 -894 387 -43 0
653 -893 730 318 1
771 -314 409 258 1
-651 594 -777 604 0
-570 625 -881 645 0
833 -624 799 516 1
-933 -878 -833 -609 0
812 -144 944 313 1
458 -280 659 865 1
52 -154 438 -571 0
738 -7 948 -41 1
-427 -34 -832 -546 0
-512 -531 -631 -592 0
-951 -49 -985 -861 0
326 -464 -406 -784 0
367 -390 -483 -666 0
55 -889 977 319 1
407 -502 912 766 1
462 -756 617 854 1
378 448 -616 -213 1
-386 -333 628 157 0
-79 731 286 -468 1
546 793 63 401 1
557 741 701 291 1
718 305 15 781 1
-420 -255 -872 -266 0
268 381 756 -991 1
-873 -791 726 807 0
-691 -693 -115 -577 0
-408 -765 -720 -238 0
702 -2 -317 41 1
-700 461 -468 33 0
439 159 114 -945 1
366 -520 796 -470 1
-661 -443 -350 -393 0
158 -509 -885 -639 0
-226 765 387 -643 1
-569 753 -86 295 1
-247 244 263 -227 1
-353 420 -813 -4 0
712 299 127 952 1
-691 604 533 -310 1
578 -683 -691 991 1
716 -358 -254 815 1
-387 164 -892 312 0
641 -648 -37 -979 0
691 370 853 -229 1
781 -882 -702 -515 0
-538 500 493 -179 1
-647 942 580 -84 1
-97 308 226 738 1
105 -988 505 950 1
-442 -19 266 -282 0
830 20 -167 469 1
-114 -549 318 55 0
883 979 -850 680 1
140 -755 -703 742 0
393 377 -453 996 1
-368 10 184 -163 0
-579 -343 -32 150 0
-307 107 849 -619 1
-480 -347 333 -480 0
-646 -315 477 -599 0
-489 -86 89 286 0
-782 400 -733 -238 0
-831 -748 -284 -6 0
-608 117 277 114 0
-682 -213 287 17 0
212 745 615 350 1
-647 314 -448 -231 0
-922 688 -901 477 0
599 565 -251 -680 1
607 -558 327 -934 0
578 -916 -650 283 0
-2 -921 -917 613 0
953 768 52 -43 1
686 -548 -359 -568 0
262 442 729 874 1
-6 -441 525 125 1
-470 698 397 -181 1
-963 -675 841 -547 0
-804 456 -445 -231 0
-222 -213 -416 818 0
841 -637 890 -805 1
930 -625 -102 42 1
-201 571 500 584 1
837 382 29 93 1
-685 502 265 318 1
5 -9 352 968 1
734 -282 410 301 1
-807 -853 626 -849 0
901 -113 -673 561 1
177 928 -175 228 1
-655 -777 -738 268 0
-902 959 227 435 1
196 -632 79 -373 0
177 -197 -57 -758 0
49 775 -62 463 1
973 -813 -704 73 0
101 626 -588 474 1
-420 -668 -280 -700 0
-409 -263 123 -233 0
-410 682 301 185 1
-588 -991 297 -224 0
-378 -660 -463 319 0
879 -227 658 -944 1
-162 825 -318 -262 1
20 126 308 162 1
-831 -123 -396 798 0
331 -987 -602 93 0
968 -150 -454 324 1
146 -718 -439 155 0
441 118 -71 -566 1
-322 210 357 -363 0
-465 97 507 852 1
325 -315 -87 -286 0
-911 392 -418 -111 0
-751 390 664 327 1
-263 496 -3 887 1
-121 -704 -899 584 0
475 776 -705 92 1
63 798 74 124 1
967 881 -477 159 1
53 975 966 37 1
-805 -897 -981 -343 0
960 161 736 -280 1
-156 97 -128 925 1
277 -111 -681 -501 0
572 -954 -528 -369 0
-341 -681 -917 -753 0
-559 -481 -517 319 0
-549 616 -259 -606 0
232 498 830 -157 1
-918 -261 240 201 0
-630 620 -537 -735 0
-354 922 -17 -427 1
459 -161 475 395 1
235 389 -449 -90 1
-867 555 390 399 1
768 -806 777 706 1
997 432 -456 -386 1
-675 -189 -49 51 0
-382 -1000 -727 -878 0
896 382 615 -590 1
614 432 -294 -911 1
800 974 214 -540 1
-397 -472 -118 -469 0
2 -946 208 914 0
-368 -120 403 -768 0
214 161 164 -51 1
998 -41 -151 264 1
796 431 -641 82 1
441 797 115 549 1
340 708 -453 -922 1
42 965 80 -113 1
79 359 469 770 1
-57 -938 -472 -638 0
-196 244 718 344 1
898 630 64 -384 1
-571 930 784 688 1
170 14 313 321 1
-226 -5 -303 535 0
-251 -550 398 647 0
360 694 -747 650 1
596 -890 778 343 1
361 311 -301 -496 1
685 -264 469 111 1
-503 213 -365 -76 0
-269 -221 865 -101 1
-280 -53 -159 939 1
-933 -200 392 97 0
130 -256 806 81 1
-771 -697 851 240 0
-340 -647 -148 -272 0
-481 484 534 162 1
-544 -501 -487 -12 0
778 -908 -962 -536 0
180 -122 -931 825 0
348 574 660 -125 1
582 802 -745 439 1
684 -253 -524 799 1
-204 -210 -94 157 0
-244 -107 -554 102 0
-678 759 -148 30 0
-926 -700 -886 912 0
-100 -165 772 -748 0
647 -805 116 360 1
359 659 939 607 1
610 850 -549 147 1
60 -728 -110 -247 0
996 565 -636 701 1
-824 -522 -138 386 0
481 -538 807 223 1
-130 -786 450 810 1
-977 -792 972 -298 0
848 286 706 713 1
132 -304 725 -813 0
-367 622 438 822 1
-829 766 802 649 1
-490 333 -39 383 0
109 590 -315 628 1
-545 258 877 56 1
-922 769 752 -822 0
34 -573 32 -304 0
-860 -502 210 562 0
-995 10 532 843 0
986 689 115 -452 1
899 -373 79 -884 1
209 -755 461 -838 0
-251 -889 -107 -970 0
657 535 770 100 1
216 -85 602 -156 1
-458 47 -295 -162 0
-987 -592 -215 -691 0
73 831 971 -86 1
-374 564 101 -13 1
-498 -828 -222 379 0
-166 343 227 -272 1
-704 266 -619 -853 0
-625 -852 120 -313 0
148 -777 152 326 0
126 994 -732 231 1
-169 518 133 773 1
-26 478 299 134 1
-424 611 -975 -217 0
-324 744 -379 -637 0
-14 -63 918 -967 1
-410 286 763 -836 0
750 690 -973 83 1
867 -585 -741 -773 0
-219 503 550 -169 1
-882 -445 -342 -606 0
-621 -174 574 -553 0
-680 56 -7 -51 0
-295 -249 102 725 1
-9 -758 859 -851 0
-869 752 -734 -164 0
223 -730 979 954 1
643 95 582 256 1
-644 171 -734 -527 0
-259 -293 -465 873 0
-650 -722 -750 134 0
27 -108 832 -992 0
770 -851 -44 710 1
-418 -666 300 -770 0
-56 -247 -790 -924 0
-555 -341 -774 879 0
-560 -770 -93 -950 0
-374 -767 -185 35 0
6 765 -696 458 1
-151 -829 -720 293 0
139 848 -345 711 1
-853 -118 -706 -621 0
471 72 364 -82 1
64 317 64 744 1
-316 -818 118 -608 0
399 470 -792 2 1
198 821 -159 -740 1
668 -968 -737 -860 0
134 -274 414 -980 0
3 -75 -791 348 0
-635 -619 -63 -244 0
919 -838 -613 342 0
-156 967 503 928 1
-698 -332 644 37 0
-500 505 372 689 1
-27 883 -971 -993 0
-526 -998 482 -612 0
981 -623 -270 -565 0
-294 564 -560 738 1
364 732 208 -494 1
550 990 -651 -913 1
-934 206 -202 -677 0
629 44 -818 359 1
-78 470 81 272 1
-653 -528 1 -291 0
-27 -347 -807 -751 0
-258 -987 -942 -320 0
-32 -516 -877 415 0
-849 355 -420 -311 0
-422 752 724 -555 1
-521 -184 838 5 0
-368 -424 757 -383 0
-157 -975 743 -529 0
-223 -805 -573 351 0
-876 -10 290 680 0
218 -782 -198 -693 0
-948 -11 -171 -191 0
291 -842 -820 716 0
-932 -201 23 956 0
430 -130 -307 823 1
-208 375 192 -994 0
915 -167 777 -611 1
715 -567 -485 -753 0
561 29 -262 -618 1
-200 774 -221 868 1
-785 989 -354 -153 0
-815 339 522 -33 0
706 -353 -944 286 0
-587 -826 291 -389 0
-743 68 -810 298 0
-313 -2 804 -134 1
590 -559 -552 307 0
-174 -609 706 138 0
-417 -569 -713 684 0
-639 -696 284 -486 0
248 -125 -331 509 1
418 945 532 -869 1
88 993 -943 -420 0
-496 -528 -100 377 0
504 35 -715 -774 0
-297 72 635 -455 0
532 403 -461 568 1
932 -476 795 -5 1
17 -882 717 925 1
927 -904 252 -402 1
-22 115 183 -283 1
-418 946 -481 245 1
123 -715 -747 -722 0
708 328 762 249 1
892 966 327 -526 1
-369 999 587 237 1
672 139 64 186 1
-367 -578 -717 -374 0
-154 -451 98 -645 0
441 510 621 -233 1
-176 -666 146 386 0
-241 678 842 -370 1
-774 -977 755 -385 0
-856 855 -261 -791 0
117 704 797 463 1
693 -108 -775 69 1
551 -899 -242 979 1
-211 287 258 -659 0
43 619 -933 393 1
228 103 222 542 1
-282 474 941 530 1
-805 -53 -269 -394 0
-969 -373 -519 -385 0
-639 -171 399 461 0
696 680 973 351 1
881 -565 -118 -111 1
289 928 191 4 1
106 -478 -91 695 1
-444 -648 -393 478 0
-678 -320 469 16 0
-762 755 493 780 1
964 -397 791 -448 1
162 204 -291 -606 0
-910 14 -114 -83 0
700 714 775 300 1
-560 407 -899 720 0
465 682 426 564 1
-102 585 327 203 1
-517 782 -280 -887 0
486 422 -224 -42 1
797 -676 579 -579 1
-547 -186 -804 65 0
934 -472 -784 205 1
-206 81 801 584 1
-916 114 -1000 -795 0
-869 346 -990 5 0
-280 723 538 -34 1
468 -684 887 -844 1
-499 -816 876 286 0
-983 19 971 -212 0
-653 -342 522 -803 0
747 -439 537 167 1
-664 421 864 -190 1
-387 779 -740 566 1
-66 656 -34 907 1
-55 -573 881 662 1
952 247 322 341 1
-883 -679 -13 -552 0
-556 -232 935 664 1
-774 306 -775 -247 0
153 -428 -777 434 0
661 -581 194 -909 0
748 980 -725 -277 1
417 -876 -35 -185 0
-42 410 931 -119 1
-727 220 487 -47 0
409 -616 -485 80 0
346 -802 728 -678 0
998 -882 570 4 1
-649 912 -172 -873 0
-970 501 918 -727 0
-676 216 -748 731 0
-49 -301 125 -785 0
-741 -129 286 225 0
296 656 811 107 1
812 257 857 -714 1
972 -649 -321 947 1
-584 621 -891 572 0
665 -1 539 706 1
556 -893 109 -792 0
786 -94 -936 -11 0
-352 -896 997 -52 0
284 539 -678 282 1
285 -182 -307 577 1
-351 -120 -734 -549 0
307 639 -593 697 1
535 17 108 -481 1
242 914 622 -993 1
-377 -774 -186 -249 0
134 -220 811 -113 1
-661 516 -636 -978 0
474 358 860 230 1
502 -778 301 -627 0
744 682 376 -631 1
617 -30 289 466 1
-394 284 708 -839 0
-7 679 -746 -294 0
-555 -320 680 -923 0
-851 917 -669 529 0
617 -377 593 -2 1
573 -286 -639 -230 0
-880 751 -802 556 0
44 -811 382 -99 0
73 349 -627 872 1
-28 -82 -244 714 1
-793 319 -36 -65 0
297 -568 -649 -974 0
53 675 -617 -258 0
-679 402 10 949 1
838 277 771 -952 1
143 -770 587 -105 0
-997 -151 342 -535 0
-996 -22 105 -262 0
731 949 585 137 1
-341 -186 -662 831 0
-670 -363 245 736 0
-362 -576 122 390 0
211 237 774 29 1
92 572 -364 -449 1
-882 -403 -239 -324 0
198 740 741 -805 1
-827 -448 -69 -383 0
-513 -304 -714 450 0
-151 371 -677 306 0
931 -958 739 145 1
171 -117 -659 923 1
-900 76 406 941 1
402 769 265 260 1
767 498 645 -267 1
873 549 -810 345 1
-370 813 611 364 1
225 916 -221 -353 1
692 -345 381 883 1
-851 305 752 510 1
-799 -927 275 -71 0
484 153 884 -880 1
767 316 -780 955 1
67 -805 436 33 0
187 -482 423 -114 1
495 -535 766 -15 1
414 617 -1 -915 1
661 -797 -591 -192 0
-737 4 -973 517 0
930 -703 484 -169 1
882 738 -260 -195 1
632 29 788 -47 1
337 737 -654 67 1
-706 624 668 610 1
502 -783 -364 -691 0
-825 -72 51 -911 0
-973 666 342 -555 0
-602 899 -39 537 1
800 914 -641 592 1
-690 -77 84 -175 0
416 -979 153 85 0
540 -727 155 310 1
-828 330 111 -408 0
151 -655 627 39 1
-464 793 11 716 1
-734 -671 -59 -159 0
665 610 577 130 1
565 -22 612 533 1
-808 467 -139 90 0
-419 552 -986 -990 0
-868 532 470 30 0
-380 175 109 -228 0
-945 -896 793 487 0
-283 -317 10 577 0
456 374 128 -517 1
613 371 -961 996 1
449 -226 832 -983 1
-67 -870 980 -623 0
-894 731 276 -572 0
-363 578 996 240 1
660 529 -122 869 1
-485 961 106 -500 1
-659 -769 -387 211 0
-525 933 303 -628 1
-154 105 -400 -134 0
38 -356 144 -458 0
-908 -819 -262 -151 0
-711 994 58 -42 1
-303 -339 -407 988 0
550 888 771 48 1
376 -30 -42 279 1
790 -228 390 -744 1
104 314 -663 123 0
145 608 117 -91 1
563 -415 969 -307 1
-835 -819 22 509 0
-948 -339 173 -316 0
398 835 -325 896 1
-972 -507 -30 -912 0
434 156 -935 305 1
-976 467 454 -324 0
510 -150 -702 -985 0
-960 895 -1000 164 0
793 584 -812 441 1
-797 149 -65 611 0
259 -294 -589 -276 0
-616 689 316 280 1
-774 360 880 -304 1
559 877 -591 197 1
-856 -12 83 -85 0
-419 548 794 -317 1
585 634 -937 -752 0
-18 -326 413 -713 0
-433 -64 -917 -194 0
528 722 -176 956 1
-425 -913 496 12 0
-65 -415 4 -426 0
174 874 -185 841 1
338 889 143 774 1
873 372 85 421 1
-283 689 58 549 1
242 569 -106 -151 1
-304 16 265 -527 0
-627 -819 776 -57 0
588 -638 124 -523 0
862 512 744 181 1
475 678 -597 390 1
-105 -709 -69 249 0
-553 -991 957 117 0
-166 -922 -865 793 0
-254 -763 -798 -575 0
166 922 364 116 1
200 765 898 862 1
772 996 652 990 1
-377 867 302 46 1
46 649 -646 679 1
277 -332 688 -178 1
-565 -157 -571 -191 0
994 799 8 -451 1
-534 493 372 287 1
-307 -584 -619 664 0
-582 -630 771 381 0
756 662 -843 -34 1
604 33 -865 362 1
388 630 869 645 1
791 497 -641 -966 1
135 641 -827 428 1
-253 -272 -857 -153 0
877 451 -945 990 1
438 -338 952 905 1
170 546 501 -233 1
370 995 -462 949 1
488 -160 -992 698 1
-140 -322 -873 -640 0
-104 -644 533 562 1
-858 -622 -173 -518 0
-328 75 -769 636 0
748 -303 -490 -997 0
660 -713 678 281 1
-9 -456 -620 -242 0
-375 -861 -30 528 0
-502 329 420 -166 0
-227 -857 559 405 0
-694 948 -730 258 0
-563 -681 -340 -896 0
-746 -611 -949 -468 0
-516 246 852 -949 0
-167 -579 -274 -816 0
-82 -707 999 -724 0
786 -49 328 -57 1
772 321 98 -772 1
-261 -830 -986 -714 0
-825 -808 -134 29 0
850 -309 742 760 1
-744 -933 100 625 0
-841 -741 771 -673 0
-140 7 -564 -859 0
-313 37 -46 470 0
511 166 754 -64 1
212 -850 518 -40 0
-890 -845 776 -101 0
855 -460 40 436 1
-947 651 685 -398 0
129 -47 476 195 1
-809 868 -564 86 0
-17 -915 -838 -354 0
-660 -562 -432 829 0
-729 406 806 -43 1
-646 -719 -92 476 0
-895 466 -347 -302 0
-317 -328 -918 358 0
-194 -107 854 -516 1
-320 -14 -266 -193 0
-45 24 -839 -820 0
752 744 -736 -904 1
729 -728 -593 885 1
-737 -395 189 665 0
-312 336 705 646 1
895 40 -190 721 1
-363 700 -206 -712 0
44 706 -299 -863 0
810 956 -151 142 1
913 43 480 214 1
-719 -591 675 -197 0
-55 -132 -619 423 0
203 -716 -262 938 0
630 116 1 -592 1
-163 111 -654 -724 0
-33 -422 -984 779 0
-653 -435 -587 -801 0
763 -835 -962 -350 0
-454 364 -218 566 1
-946 -399 190 760 0
467 -135 -560 -725 0
875 437 253 918 1
-103 278 589 224 1
668 189 -565 -130 1
625 -527 782 61 1
340 766 652 -721 1
-367 393 -561 357 0
394 -840 556 916 1
-716 -375 -579 -34 0
-245 -424 509 873 1
-490 -408 749 -671 0
-884 643 346 -359 0
-871 -129 -274 -596 0
150 354 4 929 1
668 -443 -689 -401 0
-937 -376 -672 -113 0
-88 -710 -187 -74 0
928 -837 210 -300 1
-818 559 -99 891 1
-368 116 -28 -452 0
-910 -340 507 239 0
277 858 738 924 1
-875 -759 507 -709 0
-437 -726 298 818 0
-745 -430 514 -199 0
-833 -149 -149 540 0
-90 227 637 109 1
29 678 990 -922 1
414 -414 169 -891 0
239 -806 -274 -172 0
170 -792 143 72 0
-678 -160 -787 -389 0
-93 -191 615 203 1
940 140 110 -655 1
863 -272 900 -701 1
551 263 355 559 1
-318 -911 120 -115 0
-17 -769 518 170 0
517 -571 443 -71 1
-695 -188 227 469 0
-445 -710 -461 934 0
-101 -160 -39 -736 0
-153 101 590 19 1
325 986 76 992 1
661 15 -256 -302 1
235 -604 -368 -598 0
-746 -696 883 499 0
45 -856 702 220 0
-137 815 709 251 1
-89 -471 -892 -541 0
916 825 429 -976 1
-666 489 -772 -331 0
-73 -507 642 -35 0
-515 -102 844 309 1
654 -201 -518 -933 0
-370 676 -773 -340 0
574 -183 -626 -188 0
-204 672 -790 162 0
-919 -71 769 -656 0
81 -434 -860 -795 0
-998 -909 52 -212 0
216 576 -256 258 1
45 -627 559 105 1
693 -262 402 514 1
450 -845 702 270 1
-113 545 -174 789 1
522 -710 -238 79 0
-67 -313 -271 685 0
965 -969 547 677 1
-308 551 44 929 1
896 168 574 960 1
-954 -493 -917 -624 0
936 93 810 114 1
-769 632 579 704 1
-431 610 759 862 1
-706 -335 659 97 0
852 124 95 683 1
797 798 -845 433 1
-248 -661 -833 530 0
941 -240 510 356 1
-592 247 -759 -909 0
146 86 585 -181 1
101 -219 600 868 1
683 -305 99 340 1
225 115 0 522 1
959 -945 -133 -577 0
850 -57 -828 -365 0
39 -913 887 707 1
-534 -434 -732 -760 0
791 -997 896 617 1
803 382 535 -134 1
-684 -712 -615 -937 0
835 47 -487 -170 1
-752 591 -694 -582 0
-965 -168 -205 244 0
678 -906 673 -93 1
-15 -913 908 371 1
-714 -361 -393 -155 0
992 682 680 92 1
-602 15 -349 -743 0
4 595 -534 863 1
-78 397 740 833 1
321 -312 -790 -420 0
-165 897 -614 -466 0
-491 -990 708 -896 0
-866 141 -899 -323 0
-345 -151 126 601 0
-1 285 -674 614 1
178 -96 480 -923 0
816 887 328 877 1
141 131 600 102 1
756 312 -746 -685 1
473 -497 782 -329 1
-403 738 855 432 1
679 -936 -367 -593 0
338 -673 -642 -653 0
107 -320 -319 787 1
490 -176 430 -957 1
-556 806 -835 744 0
-904 255 -320 441 0
-200 -557 887 119 1
245 -716 -313 737 0
726 -757 49 111 1
697 -504 186 -835 0
-599 -753 644 138 0
255 946 -668 -27 1
-770 372 -639 330 0
-55 688 -37 688 1
309 476 993 -676 1
840 384 317 -238 1
730 -914 79 -800 0
69 -680 -941 -547 0
-732 -45 554 866 1
819 -614 651 294 1
-121 -631 414 596 1
156 -806 -294 -443 0
241 97 -494 -362 0
-208 -665 -470 -730 0
-925 194 -249 -584 0
101 934 -510 -982 0
310 866 -49 -367 1
-262 709 -773 -189 0
-122 109 620 558 1
487 -583 208 -135 1
-141 632 -503 -524 0
405 -227 556 405 1
673 -387 -450 809 1
-738 476 226 118 0
26 -122 -598 80 0
834 567 309 588 1
-950 979 372 -644 0
842 -659 84 699 1
360 769 -727 819 1
747 101 697 753 1
677 -108 -995 -319 0
-435 624 132 282 1
-287 -25 -169 -229 0
-939 216 68 872 0
634 -330 364 -386 1
-823 242 630 622 1
-794 -49 571 600 0
-104 -27 14 216 1
774 -940 -160 742 1
800 -247 897 -103 1
473 410 295 -851 1
-58 282 872 -7 1
-280 178 95 776 1
933 -261 156 450 1
-290 -318 -237 740 0
-647 -796 -938 395 0
708 251 485 -274 1
79 559 611 -391 1
-63 788 -218 305 1
-254 38 132 656 1
-329 628 774 -538 1
-886 160 814 -876 0
-890 -101 539 69 0
144 -787 -233 -529 0
703 -640 -871 -36 0
322 424 -216 -762 1
953 236 625 408 1
-549 -744 -227 -287 0
-555 141 -38 108 0
111 773 585 -862 1
-845 850 -958 580 0
277 -747 -450 676 0
-862 121 312 423 0
328 71 182 558 1
715 329 -64 932 1
-540 -820 143 -476 0
-460 -251 -918 715 0
-780 -829 835 66 0
-877 478 -178 560 0
796 886 596 -28 1
806 206 -438 -345 1
-897 -312 164 944 0
-521 489 -418 -609 0
929 -668 588 -215 1
445 -49 -271 -928 0
918 -467 297 -932 1
-75 -579 177 224 0
-1 -989 -401 115 0
936 -32 44 313 1
-463 -666 161 -79 0
-292 382 121 -756 0
-744 -704 741 -282 0
-285 -995 48 275 0
805 -622 770 730 1
-102 929 729 -763 1
-250 -961 89 874 0
-78 -319 103 -353 0
-229 903 -879 -64 0
-836 -187 -968 614 0
837 326 189 -586 1
675 364 398 961 1
-260 783 944 8 1
322 832 -989 -455 1
-192 709 -181 526 1
44 940 -6 -668 1
-343 -993 93 -160 0
711 827 458 911 1
916 981 -378 -317 1
572 -74 -616 178 1
-630 -137 -995 964 0
699 -883 862 -278 1
-336 -468 483 514 0
-212 -188 -724 629 0
-883 -304 998 -936 0
711 -414 406 -371 1
270 458 -717 750 1
-703 202 799 -800 0
773 56 -455 -175 1
238 49 624 -874 1
-405 -464 -873 -637 0
-46 55 -168 -810 0
-383 347 905 445 1
533 -575 654 712 1
132 289 -43 663 1
-947 876 709 -208 1
318 -753 -453 404 0
605 -66 -773 -132 0
-419 305 -644 400 0
39 -743 278 206 0
-199 735 -442 -523 0
114 -816 -910 419 0
701 475 -847 248 1
668 88 560 542 1
-868 -584 -381 368 0
531 -373 876 713 1
-173 930 364 -391 1
-421 678 130 -36 1
616 27 782 605 1
464 28 -373 494 1
-460 -999 928 254 0
-384 482 252 -153 1
-169 -812 929 -418 0
-401 914 -244 -908 0
-893 43 428 -657 0
320 485 -53 402 1
-53 -4 -13 -897 0
382 -502 -754 387 0
626 262 -211 102 1
779 -881 -495 -348 0
-796 -844 70 -326 0
739 -638 -216 321 1
-27 -449 109 263 0
928 -431 -859 309 1
-324 502 15 453 1
49 806 383 -994 1
508 631 918 320 1
-271 901 135 568 1
-16 -839 -505 -574 0
-719 436 -411 -69 0
-581 -798 -976 186 0
767 -305 873 788 1
-714 780 -250 -260 0
211 374 152 -344 1
606 560 -650 464 1
-653 -389 -713 -789 0
-390 607 432 -145 1
154 970 -75 -195 1
-900 856 361 -598 0
608 926 -370 744 1
440 -838 802 -168 1
619 -700 -558 -842 0
-518 95 539 736 1
-93 27 -114 -24 0
-659 658 -6 48 0
380 215 -201 -495 1
659 -608 -151 566 1
62 788 699 -432 1
693 680 -245 -565 1
-446 510 695 443 1
532 486 602 730 1
346 396 467 -896 1
-312 365 -582 -640 0
882 -141 419 683 1
-54 -196 899 -633 1
236 396 824 315 1
771 909 52 465 1
-567 -622 201 -190 0
-19 -65 -308 615 1
563 -198 -41 98 1
-409 296 -133 -457 0
-186 -829 -931 -678 0
-742 939 -586 -367 0
-195 960 -743 -897 0
461 -228 -454 -723 0
514 -821 740 761 1
-52 801 -771 811 1
649 119 5 -932 1
-995 115 -898 -563 0
-23 870 -639 864 1
-791 232 988 -763 0
65 437 -824 -333 0
602 380 -397 973 1
-313 147 -419 774 0
788 499 525 -877 1
-88 202 -261 -318 0
-360 -668 -737 626 0
-344 720 120 -17 1
850 -985 -815 451 0
405 368 510 292 1
-639 -775 -352 -332 0
-861 696 -411 362 0
613 542 -278 -284 1
871 -110 -339 961 1
556 754 -855 -931 0
-12 -968 431 70 0
50 164 -604 -229 0
230 -538 -968 548 0
-455 308 -347 -364 0
612 -713 -25 132 1
-297 623 -908 -271 0
322 -998 242 497 0
-129 -240 902 -320 1
4 729 -53 853 1
637 -305 622 743 1
-801 916 766 723 1
-324 -178 623 408 1
-465 -293 415 684 1
-240 650 -82 138 1
-642 -138 563 451 0
147 89 -973 -777 0
862 -65 -499 -948 0
-611 -918 608 -130 0
428 -911 122 423 1
-488 490 -968 204 0
-293 789 235 -882 1
327 661 -212 -13 1
708 -760 -257 550 1
636 -579 951 671 1
-399 -294 -752 435 0
-756 864 309 -94 1
921 867 600 319 1
-525 871 -474 -755 0
-650 -991 -744 -830 0
143 213 931 940 1
958 567 423 24 1
256 -70 840 175 1
991 -554 -554 770 1
-963 -144 -844 -792 0
714 23 -158 -634 1
357 -908 12 318 0
508 286 224 -66 1
403 255 60 821 1
-301 -620 -348 -409 0
929 -68 -847 -219 1
713 -418 -630 -387 0
-74 -567 43 564 0
-28 659 64 12 1
-392 -751 -135 -540 0
847 -195 -984 -278 0
821 -849 972 684 1
-745 -145 281 779 0
-317 304 527 -843 0
954 -891 906 -546 1
-902 227 632 411 1
-374 105 736 836 1
242 82 226 -152 1
626 -185 39 -358 1
-334 978 302 356 1
168 429 427 -867 1
713 -496 299 -965 0
207 -469 542 -498 0
363 -202 649 -509 1
-908 -617 -97 -735 0
-267 -171 630 -110 1
-366 937 -97 -693 0
-311 -936 878 821 1
-177 -517 -116 -55 0
-307 -331 292 -400 0
252 -314 -696 -58 0
-543 -778 -856 -878 0
656 929 16 -652 1
-522 556 120 551 1
958 644 804 138 1
615 675 867 181 1
683 127 -654 -990 0
-428 2 -758 -263 0
-769 -524 728 869 0
-542 -693 -721 763 0
749 130 914 -491 1
408 -608 574 147 1
887 691 -776 -907 1
197 -885 -987 239 0
689 157 -864 554 1
-287 62 522 -185 1
